"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","Index","Economics","Education","Gender","Politics","Safety","SRH","Economics_Achievement","Economics_Agency","Economics_Resource","Education_Achievement","Education_Agency","Education_Resource","Gender_Achievement","Gender_Agency","Gender_Resource","Politics_Achievement","Politics_Agency","Politics_Resource","Safety_Achievement","Safety_Agency","Safety_Resource","SRH_Achievement","SRH_Agency","SRH_Resource","Indicator_N"
"Republic of Moldova",498,"MDA","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.710281781728058,0.779317368384098,0.743678947551763,0.864070511956442,0.577319867206099,0.726196400503161,0.611595710296618,0.574013895321173,0.906944557470512,0.856993654698562,0.6459719,1,0.585064944886325,0.702211538461538,0.89,1,0.333333333333333,0.531104902495556,0.867521367521368,0.942364636905127,0.526224566782944,0.71,0.947134402436054,0.228186918322774,0.659465811965812,32
"Montenegro",499,"MNE","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.681986783377175,0.792278909222429,0.632984575391955,0.909622689491459,0.502914958263366,0.745576609064306,0.588215433377307,0.610380561951473,0.790406369068701,0.97604979902395,0.8399847,0.8932984246148,0.16567060346002,0.865868071203245,0.863,1,0.329333333333333,0.531104902495556,0.648306640469953,0.940505262646703,0.526224566782944,0.77,0.980405840351478,0.267308036331415,0.516932425213675,23
"Morocco",504,"MAR","Northern Africa","Northern Africa and Western Asia","Arab States",0.540851252857397,0.715918699383759,0.430965434916654,0.651752250428525,0.327120430500493,0.630764213856828,0.603258764765359,0.569259286010595,0.741467481792133,0.837029332496304,0.1982109,0.805047014024522,0.289638392018337,0.64503646083065,0.407,0.903220292410182,0.135333333333333,0.112694625816173,0.733333333333333,0.959597189899394,0.332695453563381,0.6,0.926320172001216,0.276370265518779,0.607085858585859,29
"Mozambique",508,"MOZ","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.506547273882928,0.611245963790922,0.352420404181814,0.663461600417027,0.472827288882205,0.52495487256637,0.476214427245746,0.392311106551156,1,0.441426786655347,0.067298,0.282296880086263,0.707666333516439,0.508605769230769,0.671,0.810779034010698,0.08,0.530611497694728,0.80787037037037,0.925781678421865,0.379082940852109,0.27,0.377521823680449,0.256399237263211,0.794722222222222,33
"Oman",512,"OMN","Western Asia","Northern Africa and Western Asia","Arab States",0.538230001769188,0.760662727268916,0.571274826955524,0.744475953862335,0.190815877925012,0.677864088890793,0.580981600708186,0.569959286009895,0.96482216462372,0.747206733455121,0.389384152075026,1,0.324440330505371,0.705661460830651,0.542928571428571,0.98483783156121,0,0.350606776792341,0.221840857555143,0.976172576992202,0.307419691713769,0.75,0.971732716984789,0.184502730101928,0.586709356780785,14
"Namibia",516,"NAM","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.617768253043109,0.736325030772231,0.523564005075308,0.778368588965221,0.478308068721662,0.611841752022977,0.632968435383186,0.516750925550722,0.99287964745207,0.699344521522878,0.3661345,0.39090452454808,0.813652992248535,0.686105769230769,0.649,1,0.0635719691644407,0.530611497694728,0.840740740740741,0.846442317052348,0.379082940852109,0.61,0.690766642355465,0.404805332359666,0.803333333333333,33
"Nepal",524,"NPL","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.526945972842766,0.643653931253077,0.351885564288866,0.606675710223674,0.490942816468673,0.639219420820016,0.496483915792014,0.536580087437991,0.814375044634679,0.580006663617524,0.068714,0.839127688937717,0.147815004984538,0.681923076923077,0.598,0.540104055567973,0,0.620976599026996,0.851851851851852,0.913709091673864,0.503949172703842,0.5,0.83688530495152,0.175082783783253,0.477483660130719,34
"Netherlands",528,"NLD","Western Europe","Europe and Northern America","Non-UNFPA Country",0.735659117625395,0.88462485732693,0.823096108100922,0.889069701255899,0.44893025751445,0.791244537225384,0.689325957041185,0.653874575634665,1,0.999999999,0.7907,1,0.678588326772054,0.878209106434905,0.789,1,0.133333333333333,0.479624484297381,0.733832956259427,0.965026358003179,0.548707256046705,0.86,0.991237411646444,0.267308036331415,0.809432425213675,27
"Curaçao",531,"CUW","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.656577671927521,0.750816435820285,0.702335841174675,0.822659927526924,0.506195583035668,0.5940175877169,0.614186204758367,0.641381478206213,0.869358224887103,0.741709606619988,0.635583696608455,1,0.471423829022576,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.781713149939801,0.374210582734887,0.626129032258065,0.926783022982406,0.296598714390362,0.619176878744893,5
"Aruba",533,"ABW","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.654424378872161,0.733163575287773,0.70856250793684,0.822659927526924,0.506195583035668,0.588402437192754,0.617112879419181,0.588422896555718,0.869358224887103,0.741709606619988,0.635583696608455,1,0.490103829327752,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.764867698350517,0.374210582734887,0.626129032258065,0.935563046973626,0.296598714390362,0.619176878744893,3
"New Caledonia",540,"NCL","Melanesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.56340568284645,0.746666205069243,0.463599438755371,0.67635556093023,0.332479363734992,0.678469045360384,0.605603176897297,0.483898708023164,1,0.756099909424563,0.260925397058824,0.458203709806501,0.671669210791588,0.444675020458265,0.656833333333333,0.927558331028159,0,0.298720143484465,0.698717948717949,0.911686451378108,0.523720686738451,0.6,0.921934614995545,0.193669433182671,0.701205484330484,1
"Vanuatu",548,"VUT","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.519639173959901,0.741518276685604,0.352178356956669,0.595259028548059,0.332479363734992,0.643712571389892,0.591785204219599,0.468454922856803,1,0.756099909424563,0.0711235,0.462703238593208,0.522708333333333,0.473942307692308,0.656833333333333,0.655001446404312,0,0.298720143484465,0.698717948717949,0.847417029362362,0.523720686738451,0.56,0.880480696920996,0.193669433182671,0.701205484330484,13
"New Zealand",554,"NZL","Australia/New Zealand","Australia/New Zealand","Non-UNFPA Country",0.753867468495849,0.826961323750432,0.850605555383118,0.886069701258899,0.529341143620627,0.830858651631385,0.669616148750931,0.629541632144763,0.981396020235141,0.869946321352276,0.8502,1,0.701616668701172,0.878209106434905,0.78,1,0.111333333333333,0.742857142857143,0.733832956259427,0.908336326050325,0.744239631336405,0.84,0.964607986716551,0.267308036331415,0.776932425213675,26
"Nicaragua",558,"NIC","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.608412207855884,0.769314876608266,0.511941492814549,0.845833309677132,0.45432586691502,0.568103825318871,0.589906382439338,0.614565216776739,1,0.693379415356003,0.4092,0.70480465359158,0.421819826387891,0.599499931568897,0.938,1,0,0.514492753623188,0.848484848484848,0.910253506646432,0.284057971014492,0.51,0.827610847404273,0.29719708782923,0.644911213854229,32
"Niger",562,"NER","Western Africa","Sub-Saharan Africa","West & Central Africa",0.448200423130895,0.55639186541356,0.26403273244143,0.449544064398773,0.477041438925475,0.519586406395751,0.495232202154553,0.442150925625322,0.829389172252061,0.397635500032472,0.0162842,0.158374998304579,0.617438999811808,0.265877371466896,0.744,0.338754823078056,0.08,0.530611497694728,0.82051282051282,0.929676279893904,0.379082940852109,0.25,0.540233767575708,0.168617602278408,0.776845238095238,32
"Nigeria",566,"NGA","Western Africa","Sub-Saharan Africa","West & Central Africa",0.54486515567826,0.636090631391797,0.533874422305356,0.616528692288088,0.440529100088572,0.549981204805019,0.515822588596142,0.419250295438738,0.913913045664477,0.575108554980447,0.5929161,0.372345987955729,0.636361180561962,0.464903846153846,0.461,0.923682232560003,0,0.627142857142857,0.694444444444444,0.956775914201648,0.343167701863354,0.35,0.531652911512405,0.205577927718913,0.810236928104575,38
"Norway",578,"NOR","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.784995924511694,0.872958190683597,0.803994206127583,0.894403034583899,0.724090396638682,0.788344715996884,0.653003991781331,0.652207908969665,1,0.9666666657,0.7756,1,0.636382620794731,0.878209106434905,0.805,1,0.907333333333333,0.531104902495556,0.733832956259427,0.948809583572742,0.526224566782944,0.89,0.987073103059503,0.267308036331415,0.704630837912088,17
"Micronesia (Fed. States of)",583,"FSM","Micronesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.565758941296006,0.749629387780493,0.495996369510273,0.67635556093023,0.332479363734992,0.643007600776107,0.609968755693425,0.492788256165804,1,0.756099909424563,0.260925397058824,0.458203709806501,0.768860003153483,0.444675020458265,0.656833333333333,0.927558331028159,0,0.298720143484465,0.698717948717949,0.775302117518894,0.523720686738451,0.63,0.935031351397025,0.193669433182671,0.701205484330484,7
"Pakistan",586,"PAK","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.465853622935817,0.616999500585922,0.235039491643272,0.718342809963264,0.287756613468857,0.569423187118249,0.598796153199394,0.560669255102761,0.816770226757341,0.473559021748663,0.2341096,0.387423875596788,0.083585000038147,0.694086538461538,0.469,0.991941893583281,0.138666666666667,0.541269841269842,0.183333333333333,0.90151182171511,0.416757741347905,0.39,0.890416960631322,0.157851842643592,0.748119658119658,39
"Panama",591,"PAN","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.639061276650239,0.725642196337108,0.614876314292572,0.825499976364132,0.519229745362352,0.611122891956215,0.582826837304377,0.610759959686199,0.845524216173311,0.72064241532874,0.6724,0.760924784342448,0.411304160379896,0.654499931568897,0.822,1,0.354145485330044,0.471220519991469,0.732323232323232,0.849158094967128,0.374210582734887,0.61,0.841692807639245,0.296598714390362,0.610188991632006,20
"Papua New Guinea",598,"PNG","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.531337113134873,0.74220386875006,0.393288203210569,0.673819656677447,0.311824093100377,0.620902773014712,0.590894345178596,0.470511699052229,1,0.756099909424563,0.260925397058824,0.410819880167643,0.508119333585103,0.437067307692308,0.656833333333333,0.927558331028159,0,0.298720143484465,0.636752136752137,0.928987634168392,0.523720686738451,0.41,0.852879344866541,0.193669433182671,0.726134259259259,24
"Paraguay",600,"PRY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.638047364515112,0.726633213866362,0.600469500409952,0.795499976394132,0.527800521285668,0.64850690575091,0.567919427413406,0.606893293023399,0.801673295971364,0.771333054784223,0.6362,0.74249267578125,0.422715827250013,0.684499931568897,0.702,1,0.354145485330044,0.471220519991469,0.758035560118893,0.881310136463365,0.374210582734887,0.69,0.848145490481565,0.236435914717518,0.619176878744893,23
"Peru",604,"PER","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.677288168986954,0.737491791937375,0.835285330085464,0.858955127346173,0.528093622378103,0.549988079857204,0.628078915854479,0.602020367724957,0.895676888792198,0.714778121507444,0.8643,1,0.641555992762248,0.705865384615385,0.871,1,0.354145485330044,0.467172420425582,0.762962962962963,0.957011380598068,0.182952860623508,0.51,0.877689456412166,0.274577596065811,0.731969696969697,36
"Philippines",608,"PHL","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.625566525101245,0.726154205136689,0.759102689604181,0.771958332561375,0.382353849142646,0.636103460418267,0.579061291996701,0.596305041281035,0.713456777176196,0.868700799131299,0.783215,0.886280737982856,0.607812333106995,0.766875,0.549,1,0.147551434756124,0.557590921899685,0.441919191919192,0.922350920221627,0.545959462941485,0.44,0.862670879369213,0.22756855391363,0.646944444444444,39
"Poland",616,"POL","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.732633906853882,0.802167397347599,0.819512980568512,0.917736367893899,0.495507326016824,0.795822256974628,0.650005660667328,0.641207908980665,0.810643053089954,0.954651232378682,0.9231,1,0.535438944164075,0.878209106434905,0.875,1,0.29,0.548215339067041,0.648306640469953,0.93514586779107,0.622320905520279,0.83,0.978078109708498,0.267308036331415,0.704630837912088,20
"Portugal",620,"PRT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.688842610568821,0.84485616812338,0.729539203184189,0.921403034556899,0.370979285880682,0.779396904214362,0.650624831774495,0.641541242313665,0.907980832242757,0.985046432348287,0.6512,1,0.537417611741183,0.878209106434905,0.886,1,0.348,0.531104902495556,0.233832956259427,0.971966148198334,0.526224566782944,0.84,0.979935623031858,0.267308036331415,0.704630837912088,18
"Guinea-Bissau",624,"GNB","Western Africa","Sub-Saharan Africa","West & Central Africa",0.46706666133422,0.627641011865528,0.268367429560952,0.650203394085771,0.333388790613969,0.61178591662555,0.464763905287035,0.379277773230856,0.966538633115383,0.537106631133267,0.0659371,0.39090452454808,0.34826066493988,0.582127371466896,0.635666666666667,0.732816146074359,0.0635719691644407,0.530611497694728,0.405982905982906,0.9162748108599,0.379082940852109,0.54,0.580961593419038,0.240909488915724,0.572420634920635,20
"Timor-Leste",626,"TLS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.636199797889753,0.781344609412519,0.680880133794828,0.786620725709106,0.370979414598106,0.686014324752943,0.62258620977312,0.532378365657029,1,0.811655464924563,0.5189265,0.850391896565756,0.673322006861369,0.703028846153846,0.656833333333333,1,0.147551434756124,0.298720143484465,0.666666666666667,0.944322289578422,0.523720686738451,0.59,0.898532272144946,0.145869877560691,0.823356481481481,26
"Puerto Rico",630,"PRI","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.661658004153705,0.730652051885849,0.742155913860173,0.822659927526924,0.503788743040919,0.60403124324676,0.618112402352113,0.598374751031505,0.851871800198011,0.741709606619988,0.8669837,0.850003221299913,0.509480822507073,0.669598832667798,0.798380952380952,1,0.354145485330044,0.464,0.693220745304079,0.792222763810437,0.393741935483871,0.626129032258065,0.93856161577542,0.296598714390362,0.619176878744893,15
"Qatar",634,"QAT","Western Asia","Northern Africa and Western Asia","Arab States",0.575190178957257,0.780728090589825,0.695074210733081,0.749113343337294,0.190205407592148,0.802631616463501,0.58351380616797,0.6365686119279,0.958408928728639,0.747206733455121,0.8348783,1,0.250344334284465,0.704411460830651,0.542928571428571,1,0,0.348775365791917,0.221840857555143,0.965936368871364,0.571958482927034,0.87,0.979329333371737,0.184502730101928,0.586709356780785,18
"Réunion",638,"REU","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.521042131487579,0.641590034810535,0.345175707155527,0.676495298855164,0.41670099249026,0.595836686140542,0.537926154087936,0.449798677204499,0.966538633115383,0.508432796036493,0.264980167392068,0.39090452454808,0.379642430561962,0.521949736708625,0.635666666666667,0.871869495219688,0.0635719691644407,0.530611497694728,0.655919511861714,0.929677119357028,0.379082940852109,0.47875,0.717335792570532,0.240909488915724,0.655533182391332,1
"Romania",642,"ROU","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.672200659117251,0.831972561756639,0.595946413348439,0.885736367925899,0.50086943065064,0.672657196192424,0.623526037714951,0.619557371364977,0.956544283987339,0.919816032413517,0.8089,0.867447577582466,0.111491664250692,0.878209106434905,0.779,1,0.425333333333333,0.384464502604855,0.69281045751634,0.963118962541612,0.29485262805363,0.76,0.933141110430047,0.267308036331415,0.670128968253968,26
"Russian Federation",643,"RUS","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.659005828773405,0.838970227223141,0.67554666341408,0.854041412585041,0.390745161702275,0.659988543600686,0.656182579392268,0.627070349732811,0.916990702093037,0.972849632360484,0.8707,1,0.15593999226888,0.878209106434905,0.685,0.998915133882341,0.179283684441519,0.374896246281987,0.618055555555556,0.861216033685856,0.488749599096166,0.63,0.956795259369491,0.267308036331415,0.744444444444444,28
"Rwanda",646,"RWA","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.578853286051548,0.623369600612094,0.304525987677539,0.798548743735253,0.595071224476154,0.665909481320436,0.626261132761854,0.397517592336622,0.909821011932538,0.56277019943723,0.1753984,0.381322648790148,0.356856915156047,0.683653846153846,0.765,0.94699238744756,0.166666666666667,0.776666666666667,0.841880341880342,0.947728445959036,0.51,0.54,0.84059260785506,0.38704304248966,0.651147749819625,35
"Saint Lucia",662,"LCA","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.678442865355431,0.723260880319841,0.785385056004155,0.82262696049399,0.506195583035668,0.67097356304128,0.614434184640946,0.558714811622213,0.869358224887103,0.741709606619988,0.8269175,0.910269334581163,0.618968335787455,0.669499931568897,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.868710108401875,0.374210582734887,0.77,0.891672183219121,0.296598714390362,0.655031658156658,15
"Saint Vincent and the Grenadines",670,"VCT","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.680475357749177,0.733163575287773,0.775125453042955,0.822659927526924,0.506195583035668,0.669558962968635,0.626576373361348,0.588422896555718,0.869358224887103,0.741709606619988,0.635583696608455,1,0.689792664845785,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.864466308179696,0.374210582734887,0.77,0.891735113053116,0.296598714390362,0.691395294520294,12
"Sao Tome and Principe",678,"STP","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.540505056561741,0.651147979833235,0.470955917669823,0.730222221492,0.333477821952912,0.695225035466327,0.480276356753941,0.449798677204499,0.966538633115383,0.537106631133267,0.0839481,0.881534661187065,0.44738499323527,0.555,0.635666666666667,1,0.0635719691644407,0.530611497694728,0.40625,0.956592167632548,0.379082940852109,0.75,0.748844795645402,0.272866628998426,0.419117647058824,27
"Saudi Arabia",682,"SAU","Western Asia","Northern Africa and Western Asia","Arab States",0.550848431610321,0.760669053924014,0.55967418080478,0.714597068265665,0.22163232208587,0.674676384331853,0.614146310561107,0.6142352786169,0.815630130733734,0.852141754703414,0.389384152075026,1,0.289638392018337,0.616024803951004,0.542928571428571,0.98483783156121,0.0924493325750226,0.350606776792341,0.221840857555143,0.976609463305818,0.307419691713769,0.74,0.981340483006682,0.184502730101928,0.676595720417149,16
"Senegal",686,"SEN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.511347566033436,0.611289009144825,0.234278443849607,0.834147785789102,0.458616530518991,0.628159306489767,0.519464335983917,0.432517592301622,0.960824626296133,0.440524810670586,0.120365,0.40623033311632,0.176239999135335,0.663990384615385,0.964,0.874452975254363,0,0.530611497694728,0.845238095238095,0.965394980501671,0.379082940852109,0.54,0.785154023055426,0.224331496375353,0.548907490079365,33
"Serbia",688,"SRB","Southern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.676790537065376,0.778382583020095,0.680940924673458,0.895914356171834,0.443261102012609,0.681120127865861,0.670306280559865,0.615272759241358,0.737257759803359,0.982617232350716,0.7583913,0.913790808783637,0.370640667279561,0.867743071203245,0.82,1,0.179283684441519,0.416666666666666,0.733832956259427,0.963440130457529,0.399920255183413,0.68,0.971678382145423,0.267308036331415,0.771932425213675,29
"Seychelles",690,"SYC","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.540124345821567,0.654383475090322,0.465993923711308,0.676495298855164,0.292669984862353,0.716518045397103,0.573957640911236,0.459505162985464,0.966538633115383,0.537106631133267,0.264980167392068,0.759234025743272,0.373767579396566,0.521949736708625,0.635666666666667,0.871869495219688,0.0635719691644407,0.530611497694728,0.2838264886059,0.940471197488754,0.379082940852109,0.83,0.825430253148527,0.240909488915724,0.655533182391332,11
"Sierra Leone",694,"SLE","Western Africa","Sub-Saharan Africa","West & Central Africa",0.476719613181772,0.593647989316677,0.283747375241833,0.590587333551425,0.440036463821662,0.604582606085464,0.443495097572409,0.456750925610722,1,0.324193044120251,0.189234,0.353292465209961,0.308715661366781,0.370384615384615,0.591,0.810377387041421,0.0635719691644407,0.530611497694728,0.725925925925926,0.964664879218031,0.379082940852109,0.47,0.447648983126264,0.265614088699227,0.617222222222222,34
"Singapore",702,"SGP","South-Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.624062984299431,0.851683750183059,0.709681319312232,0.7943740415297,0.225201929044957,0.820545116220489,0.665777618883213,0.655531644914089,0.995347566670068,0.90417204152007,0.599863627246118,1,0.529180332819621,0.875122126972222,0.508,1,0.147551434756124,0.33125,0.196804353054353,0.963187898893801,0.548447452229299,0.95,0.990797842029492,0.292265667139796,0.714269349477683,22
"Slovakia",703,"SVK","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.726521374599741,0.800676723470146,0.777488178211855,0.878069701266899,0.541868174598682,0.774202514510069,0.641301365554495,0.633874575654665,0.811939031447353,0.95621656571045,0.9205,0.897857920328776,0.514106616639254,0.878209106434905,0.756,1,0.360666666666667,0.531104902495556,0.733832956259427,0.956382979069872,0.526224566782944,0.84,0.951965224343886,0.267308036331415,0.704630837912088,17
"Viet Nam",704,"VNM","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.637974284257131,0.793193561879114,0.603665354236334,0.890499041433575,0.382987152590629,0.682889991503644,0.604609822517279,0.609880033231068,1,0.769700654785855,0.5510667,0.874530356722757,0.385399007797241,0.809497126972222,0.862,1,0.120666666666667,0.269035532994924,0.759259259259259,0.95658875828549,0.472081218274112,0.62,0.93398788123007,0.358082328876338,0.521759259259259,35
"Slovenia",705,"SVN","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.750661324989621,0.88162485733293,0.826204536347953,0.915403034562899,0.529411328328744,0.748673691935848,0.677009392921992,0.644874575643665,1,0.999999999,0.9325,1,0.546113611522474,0.878209106434905,0.868,1,0.296,0.558401030315039,0.733832956259427,0.947169096701583,0.418851981351981,0.88,0.987898830363025,0.267308036331415,0.775821314102564,24
"Somalia",706,"SOM","Eastern Africa","Sub-Saharan Africa","Arab States",0.355712407331797,0.569698458465463,0.199221901504125,0.400693250405732,0.235098192421662,0.42741983081629,0.443298204418266,0.268677773341456,0.931984807727535,0.508432796036493,0.0704,0.39090452454808,0.136361180561962,0.520877371466896,0.635666666666667,0.0455357142857142,0.0635719691644407,0.530611497694728,0.111111111111111,0.763176552879021,0.379082940852109,0.14,0.591901792335634,0.240909488915724,0.497083333333333,18
"South Africa",710,"ZAF","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.661815136365284,0.7683995887043,0.737698900842434,0.881474358092885,0.518330479912888,0.570112727390495,0.569084486107987,0.535517592198622,0.969712677019446,0.799968499200032,0.4852257,1,0.727871004740397,0.854423076923077,0.79,1,0.314,0.457164952687756,0.7838264886059,0.784440350669858,0.395897833211966,0.53,0.587993946398818,0.33800900169561,0.781250511936786,35
"Zimbabwe",716,"ZWE","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.514679886926413,0.618523867368072,0.319843487721165,0.708117932894177,0.450071221897293,0.531389823260227,0.554790653162013,0.405585353129768,0.946163806889398,0.503822443940622,0.1254991,0.471174112955729,0.362857251167297,0.520913461538462,0.691,0.912440339268422,0.0635719691644407,0.464419475655431,0.822222222222222,0.870046087868385,0.254123383506466,0.47,0.563021390331906,0.368456789252849,0.732893781565657,35
"Spain",724,"ESP","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.695603020567324,0.831999531034625,0.731283650509104,0.940069701204899,0.405658326543084,0.749775755455669,0.651190365672815,0.627874575660665,0.887536087586462,0.980587932352745,0.673,1,0.520850953721164,0.878209106434905,0.942,1,0.228666666666667,0.340001673709607,0.648306640469953,0.979250068732389,0.480077199883943,0.79,0.981632224728513,0.267308036331415,0.704630837912088,22
"South Sudan",728,"SSD","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.350393272374167,0.590173999625565,0.112610680544331,0.526062215440973,0.393079817299569,0.432292176577309,0.311515504927205,0.449798677204499,1,0.320723323442718,0.0551466,0.01122210820516,0.271463333765666,0.420877371466896,0.768,0.389309276434209,0.0635719691644407,0.530611497694728,0.585055986218777,0.757793590176693,0.379082940852109,0.16,0.493266656430067,0.240909488915724,0.20037037037037,22
"Sudan",729,"SDN","Northern Africa","Northern Africa and Western Asia","Arab States",0.451944857703022,0.726598892741217,0.283627160566741,0.667690802334326,0.22163232208587,0.536084585969337,0.521228718457914,0.5386686120258,0.893921334922527,0.747206733455121,0.3067521,0.398490990532769,0.145638392018337,0.516911460830651,0.542928571428571,0.943232376746828,0.0924493325750226,0.350606776792341,0.221840857555143,0.940834067802496,0.307419691713769,0.36,0.804837706418351,0.184502730101928,0.574345720417149,19
"Western Sahara",732,"ESH","Northern Africa","Northern Africa and Western Asia","Non-UNFPA Country",0.539268059977969,0.680625437209995,0.499294932707008,0.714597068265665,0.28829898868587,0.616175979184137,0.570103547196995,0.551008858365545,0.743660721851194,0.747206733455121,0.389384152075026,0.818862255525546,0.289638392018337,0.616024803951004,0.542928571428571,0.98483783156121,0.0924493325750226,0.350606776792341,0.421840857555143,0.963608247687168,0.307419691713769,0.5775,0.939098556418582,0.184502730101928,0.586709356780785,2
"Suriname",740,"SUR","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.614547837861684,0.732442596340154,0.430707032673518,0.79762696051899,0.627529803853702,0.629315836464484,0.542095461081531,0.586259959710699,0.869358224887103,0.741709606619988,0.2479565,0.802929263644748,0.241235335667928,0.594499931568897,0.798380952380952,1,0.653333333333333,0.471220519991469,0.758035560118893,0.843736928546514,0.374210582734887,0.67,0.850792375960222,0.296598714390362,0.478895294520295,20
"Eswatini",748,"SWZ","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.559817510538501,0.562653427734108,0.516319881093674,0.78176467859609,0.478308068721662,0.588956438675387,0.481118580341283,0.450584258950222,0.811380505806795,0.425995520133267,0.3230203,0.80458009507921,0.421359249750773,0.709627371466896,0.635666666666667,1,0.0635719691644407,0.530611497694728,0.840740740740741,0.777786376940922,0.379082940852109,0.61,0.439174966224158,0.349064772455167,0.655116003787879,26
"Sweden",752,"SWE","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.79972548315229,0.87063117957559,0.893798221923517,0.905403034572899,0.631759540432411,0.84836423449538,0.692780733349487,0.649874575638665,0.9953523,0.9666666657,0.9267,1,0.754694668451945,0.878209106434905,0.838,1,0.628,0.533445666933085,0.733832956259427,0.945649527468578,0.739443178562656,0.86,0.986601740581714,0.267308036331415,0.824432425213675,25
"Switzerland",756,"CHE","Western Europe","Europe and Northern America","Non-UNFPA Country",0.746626646518063,0.846641324985214,0.818010443399248,0.931986469893968,0.510534841296682,0.780953066101151,0.673135777788234,0.647541242307665,0.955388102791563,0.936994632396339,0.792,1,0.662031332651774,0.878209106434905,0.935,0.982750306042957,0.266666666666667,0.531104902495556,0.733832956259427,0.956634633863368,0.526224566782944,0.86,0.990166873839018,0.267308036331415,0.761932425213675,21
"Syrian Arab Republic",760,"SYR","Western Asia","Northern Africa and Western Asia","Arab States",0.511853943239434,0.731809832569981,0.457726022772381,0.730155010022919,0.28829898868587,0.434599186610392,0.586847661715154,0.463692619449495,0.984530147000755,0.747206733455121,0.2849668,0.472572877671983,0.615638392018337,0.647536460830651,0.542928571428571,1,0.0924493325750226,0.350606776792341,0.421840857555143,0.706377869421203,0.307419691713769,0.29,0.926694536386929,0.184502730101928,0.649345720417149,17
"Tajikistan",762,"TJK","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.652807407500563,0.693911380026592,0.654479262685997,0.828343114435489,0.568042803443415,0.681338973069607,0.531564515645526,0.5221543538322,1,0.559579788329309,0.7162809,0.872226884629991,0.374930005391439,0.824086538461538,0.749,0.911942807329957,0.0688860267919865,0.702702702702703,0.932539682539683,0.962485389721307,0.531531531531531,0.55,0.89461248104017,0.173021182931216,0.527059884559885,32
"Thailand",764,"THA","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.664799600306889,0.80573877699949,0.706327900115104,0.727165708263575,0.507284298407273,0.64541336863837,0.637119803653681,0.61881132624203,0.956731952459774,0.841673054713883,0.5743927,1,0.544591002464294,0.749497126972222,0.432,1,0.16,0.66504854368932,0.696804353054353,0.919055641831932,0.427184466019418,0.59,0.904762007020745,0.292328056373973,0.714269349477683,28
