"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","Index","Economics","Education","Gender","Politics","Safety","SRH","Economics_Achievement","Economics_Agency","Economics_Resource","Education_Achievement","Education_Agency","Education_Resource","Gender_Achievement","Gender_Agency","Gender_Resource","Politics_Achievement","Politics_Agency","Politics_Resource","Safety_Achievement","Safety_Agency","Safety_Resource","SRH_Achievement","SRH_Agency","SRH_Resource","Indicator_N"
"Bahrain",48,"BHR","Western Asia","Northern Africa and Western Asia","Arab States",0.59663873864809,0.803485845994037,0.526261307430858,0.714597068265665,0.313038100025012,0.716803849426192,0.665319508723043,0.673301502125619,0.871008993678551,0.866147044588398,0.389384152075026,0.967915768093533,0.221484003702799,0.616024803951004,0.542928571428571,0.98483783156121,0.166666666666667,0.350606776792341,0.421840857555143,0.962991858715217,0.307419691713769,0.88,0.972136739626611,0.43711243175769,0.586709356780785,12
"Bangladesh",50,"BGD","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.551997844359175,0.765898172105385,0.472761310863304,0.590167750829797,0.406353980010845,0.597995839951568,0.544795077055449,0.85004862829858,0.900558759998158,0.54708713031711,0.1889613,0.715111965603299,0.514210668404897,0.307211538461538,0.525,0.938291715798356,0.0193333333333333,0.484913793103448,0.714814814814815,0.951638383717657,0.442349137931034,0.4,0.808273256942727,0.466746896492925,0.359365079365079,35
"Armenia",51,"ARM","Western Asia","Northern Africa and Western Asia","Eastern Europe & Central Asia",0.695082622133533,0.785118906010557,0.69852316154366,0.922496793949298,0.597467924188736,0.541311212499617,0.689248540525113,0.685027922428474,0.987031320864074,0.68329747709448,0.6470735,0.8583373175727,0.590158669153849,0.961490384615385,0.806,1,0.808,0.314033403988241,0.67037037037037,0.952204805537791,0.181728833584995,0.49,0.954647094551295,0.387265195758457,0.725833333333333,39
"Barbados",52,"BRB","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.686098636741421,0.765133446082747,0.695018797268781,0.81179362717149,0.527800521285668,0.699502288364533,0.654456837188422,0.78927078053655,0.869358224887103,0.636771335119988,0.9418844,1,0.143171993891398,0.636999931568897,0.798380952380952,1,0.354145485330044,0.471220519991469,0.758035560118893,0.914296284457219,0.374210582734887,0.81,0.931257236112221,0.558217982896121,0.473895294520295,19
"Belgium",56,"BEL","Western Europe","Europe and Northern America","Non-UNFPA Country",0.77422155035366,0.92641062422994,0.858118219619516,0.924181182548012,0.495645952422682,0.767426064358418,0.770682776620415,0.806883602438502,0.975241707360991,0.99710656566956,0.8618,1,0.712554661432902,0.878209106434905,0.897,0.997334443981674,0.222,0.531104902495556,0.733832956259427,0.946053628594588,0.526224566782944,0.83,0.987020234762165,0.549206783308564,0.775821314102564,21
"Bhutan",64,"BTN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.615061668782467,0.664405918128305,0.504198944167093,0.730145084761881,0.497760475914835,0.716117820403592,0.620958381094113,0.807056047679371,0.668152290426034,0.518009418272728,0.2097946,0.889940897623698,0.412861336390177,0.652991535116705,0.643454545454546,0.893989175904827,0.0688860267919865,0.620976599026996,0.803418803418803,0.964404290655288,0.503949172703842,0.68,0.910004690516358,0.437715331973733,0.515155122655123,16
"Bolivia (Plurinational State of)",68,"BOL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.686040447234454,0.781235992889543,0.70455466624417,0.856458309666507,0.538635632760388,0.617458613019246,0.664954957610173,0.744813604697363,0.80870939438911,0.790184981925864,0.7619,0.888674672444661,0.463089328401512,0.696374931568897,0.873,1,0.354145485330044,0.634268537074149,0.627492877492877,0.922722039379927,0.389653801530186,0.54,0.844905796256543,0.472284331951078,0.677674746617761,31
"Bosnia and Herzegovina",70,"BIH","Southern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.645411167282361,0.729561960357162,0.82595008278353,0.903081022831334,0.254979285996682,0.700447152405846,0.743696743381947,0.76728958875141,0.792853928470639,0.628542366038124,0.9306007,1,0.547249550828441,0.880243071203245,0.829,1,0,0.531104902495556,0.233832956259427,0.945116892535935,0.526224566782944,0.63,0.97725261115628,0.549206783308564,0.704630837912088,18
"Botswana",72,"BWA","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.570606898564787,0.760352571432098,0.452121230860895,0.623273076686164,0.438145994995397,0.631673308357304,0.582052887122799,0.703125939377505,1,0.577931777199846,0.264980167392068,0.39090452454808,0.700479001998901,0.521949736708625,0.476,0.871869495219688,0,0.530611497694728,0.7838264886059,0.825936986114822,0.379082940852109,0.69,0.612492504792725,0.441165646385046,0.692500511936786,20
"Brazil",76,"BRA","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.670331637634128,0.804148105526887,0.727736385298384,0.805583309717382,0.498180967190091,0.559316823813847,0.690673347304786,0.813225679665967,0.79243958457836,0.806779054748777,0.6732,1,0.510009158078362,0.655749931568897,0.761,1,0.354145485330044,0.382361857615878,0.758035560118893,0.707782835748567,0.460167637370925,0.51,0.877235599343992,0.575607565897492,0.619176878744893,28
"Belize",84,"BLZ","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.64317772715011,0.761223637581128,0.615060104655665,0.802835293847115,0.527800521285668,0.592844313182526,0.601892909123065,0.730262695632345,0.916636884274721,0.636771335119988,0.4944114,0.836070251464843,0.514698664347331,0.610124931568897,0.798380952380952,1,0.354145485330044,0.471220519991469,0.758035560118893,0.814322358591225,0.374210582734887,0.59,0.868565451758459,0.558217982896121,0.378895294520295,20
"Solomon Islands",90,"SLB","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.580804251366144,0.838460323178365,0.49005043554105,0.686319656664947,0.353134634369607,0.619370312019398,0.622355150486926,0.814836618125914,1,0.700544353924563,0.260925397058824,0.425770907931858,0.78345500310262,0.474567307692308,0.656833333333333,0.927558331028159,0,0.298720143484465,0.760683760683761,0.794390251177855,0.523720686738451,0.54,0.823595425659041,0.367193318267092,0.676276709401709,16
"Brunei Darussalam",96,"BRN","South-Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.692487260916016,0.896453589055645,0.699004126493635,0.811891068179355,0.381025310050622,0.776120308256214,0.732963831501446,0.857503284749914,1,0.831857485106381,0.599863627246118,0.904010094536675,0.593138659795125,0.778839873640404,0.656833333333333,1,0.147551434756124,0.298720143484465,0.696804353054353,0.974640240358552,0.523720686738451,0.83,0.964144883846013,0.520477263379535,0.714269349477683,11
"Bulgaria",100,"BGR","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.721465755438184,0.836068167068155,0.744673180621086,0.88137864865522,0.477423730218682,0.73958368810792,0.727835240700947,0.792216935786502,0.772243202203244,0.943744365722922,0.8006,0.915473259819879,0.517946284277397,0.878209106434905,0.799,0.966926842174891,0.167333333333333,0.531104902495556,0.733832956259427,0.952526499759568,0.526224566782944,0.74,0.929668103065694,0.549206783308564,0.704630837912088,18
"Myanmar",104,"MMR","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.509563279032544,0.649081009578927,0.460146303449212,0.744435896691462,0.199463879521842,0.579139346881844,0.681583802224512,0.789000989310009,0.599710130821435,0.558531910552579,0.1653339,0.649298010932075,0.565807000796,0.782307692307692,0.451,1,0.0153333333333333,0.388613861386139,0.194444444444444,0.946625963175029,0.420792079207921,0.37,0.861354593356037,0.483489407954844,0.699907407407407,40
"Burundi",108,"BDI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.543837164992343,0.694497355597302,0.311006241786862,0.736520831073574,0.461593918690892,0.572256055760834,0.615655959458801,0.575059272838905,1,0.508432796036493,0.1238276,0.389902793036567,0.419288333257039,0.628173076923077,0.635666666666667,0.94572275184054,0.0635719691644407,0.530611497694728,0.790598290598291,0.93768522814716,0.379082940852109,0.4,0.742509419547346,0.545093381310946,0.559365079365079,30
"Belarus",112,"BLR","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.733547668713189,0.843858291906647,0.855130319129136,0.888622689512459,0.429204601278424,0.757916187878537,0.746904833506785,0.79718958872151,0.858203468183966,0.87618182134604,0.9003093,1,0.665081659952799,0.870868071203245,0.795,1,0.121333333333333,0.432447515530126,0.733832956259427,0.917492456964457,0.546256108944902,0.81,0.96957529423883,0.549206783308564,0.721932425213675,28
"Cambodia",116,"KHM","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.608125360816808,0.830141545727374,0.427500398660363,0.788462745604313,0.373037027764773,0.665289928032107,0.728326227695445,0.864903284742514,1,0.625521354930034,0.2122902,0.498115666707357,0.572095330556234,0.784375,0.591,0.990013239178327,0.147551434756124,0.298720143484465,0.672839506172839,0.952149099353739,0.523720686738451,0.52,0.868328220577469,0.526094909138289,0.790555555555556,32
"Cameroon",120,"CMR","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.519237075307084,0.681693908979465,0.273229956004349,0.667788485824618,0.454182668089563,0.572885360380853,0.605534980086808,0.735659272678305,0.722104568003602,0.587317888301571,0.1601381,0.556201765272352,0.103350003560384,0.536826923076923,0.546,0.920538536400296,0.074,0.530611497694728,0.757936507936508,0.949573142009107,0.379082940852109,0.39,0.634000074366,0.48338144356573,0.699223424145299,34
"Canada",124,"CAN","Northern America","Europe and Northern America","Non-UNFPA Country",0.725675661256668,0.92000932975617,0.804660205560646,0.881069701263899,0.363509846678568,0.827411027937729,0.744393954713886,0.81587739297269,1,0.944150599055849,0.857,1,0.556980619095919,0.878209106434905,0.765,1,0.179283684441519,0.677412900425288,0.233832956259427,0.925781514080261,0.796451572215158,0.76,0.979344245154188,0.549206783308564,0.704630837912088,21
"Cabo Verde",132,"CPV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.614262897839713,0.754679289323839,0.514572590420384,0.712596177071821,0.438145994995397,0.681983089152078,0.649651857379644,0.760392605986905,0.966538633115383,0.537106631133267,0.264980167392068,0.877674357096354,0.401063248316447,0.630252371466896,0.635666666666667,0.871869495219688,0,0.530611497694728,0.7838264886059,0.876866328650074,0.379082940852109,0.79,0.852256745311511,0.441165646385046,0.655533182391332,15
"Central African Republic",140,"CAF","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.42141193353871,0.61958368852229,0.225872465858841,0.557802600897042,0.352619559825508,0.450063067946274,0.452082191591755,0.559352787063939,0.906292625199231,0.39310565516245,0.0693784,0.0792819976806645,0.528957000573476,0.361502371466896,0.458,0.853905432897637,0.0635719691644407,0.530611497694728,0.463675213675214,0.751106264336901,0.379082940852109,0.22,0.488586802498949,0.275993106965895,0.591666666666667,29
"Sri Lanka",144,"LKA","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.683183072237898,0.833130738560175,0.607173422095701,0.822330510883238,0.493486971645604,0.667089600654543,0.742489650810921,0.82890879662818,1,0.670483421551739,0.2503406,1,0.571179668108622,0.752991535116705,0.714,1,0.0688860267919865,0.620976599026996,0.790598290598291,0.877319631261056,0.503949172703842,0.62,0.954688555129949,0.474407383657266,0.798373015873016,28
"Chad",148,"TCD","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.339647735400706,0.565789974104188,0.0981448407347139,0.556628360127951,0.226253215054705,0.501776934881729,0.437500782730738,0.584392606162905,0.743624717786273,0.369352600060755,0.0980743,0.117278226216634,0.0790819962819417,0.418173076923077,0.728,0.523712005130663,0,0.530611497694728,0.148148148148148,0.916247865298408,0.379082940852109,0.21,0.383081818868223,0.21247608619205,0.716944444444444,34
"Chile",152,"CHL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.70515602517442,0.869607815103916,0.781888160858653,0.834532943388066,0.512847876086597,0.605026893003262,0.6982911364511,0.757358293216482,1,0.85146515470409,0.8575,1,0.488164484921624,0.669598832667798,0.834,1,0.559333333333333,0.221174736346108,0.758035560118893,0.910766141338743,0.274314539486124,0.63,0.917478549807159,0.558217982896121,0.619176878744893,25
"China",156,"CHN","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.582476126210262,0.917208169576095,0.680333780413688,0.811891068179355,0.15083745812538,0.696116095116793,0.734159097188384,0.898577556777401,1,0.853046954702509,0.6087,0.868593343098959,0.563708000183105,0.778839873640404,0.656833333333333,1,0.147551434756124,0.108156587018177,0.196804353054353,0.972049445297292,0.536298842141435,0.58,0.969119569799299,0.520477263379535,0.712880460588794,23
"China, Taiwan Province of China",158,"TWN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.68612456924099,0.892624257313388,0.680643605203531,0.873279957006855,0.373050084068286,0.71843930477389,0.733700229202048,0.846015289511655,1,0.831857485106381,0.599863627246118,0.874530356722757,0.56753683368365,0.778839873640404,0.841,1,0.147551434756124,0.274794465513532,0.696804353054353,0.952458754370743,0.575359162106246,0.6275,0.966354076950028,0.520477263379535,0.714269349477683,11
"Colombia",170,"COL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.703071656376566,0.829847885597258,0.789902442142226,0.817455127387673,0.634453483983415,0.464848467163987,0.764276455039703,0.733431506115883,0.893791120694421,0.862321032471012,0.7195,1,0.650207328796387,0.658365384615385,0.794,1,0.484666666666667,0.59041095890411,0.828282828282828,0.527696087818012,0.406849315068493,0.46,0.85952372079265,0.612396555710198,0.820909090909091,40
"Comoros",174,"COM","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.523774498713744,0.57031193447169,0.391992862142424,0.7727222214495,0.292669984862353,0.646065486424309,0.632116828789498,0.698992606048305,0.474836567944435,0.537106631133267,0.298208,0.549654006958008,0.328116580645243,0.6825,0.635666666666667,1,0.0635719691644407,0.530611497694728,0.2838264886059,0.939113520359016,0.379082940852109,0.62,0.81128460098944,0.429532704884073,0.655533182391332,25
"Mayotte",175,"MYT","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.538934191366337,0.704870594910582,0.345175707155527,0.676495298855164,0.41670099249026,0.595836686140542,0.599581534506707,0.639640357694481,0.966538633115383,0.508432796036493,0.264980167392068,0.39090452454808,0.379642430561962,0.521949736708625,0.635666666666667,0.871869495219688,0.0635719691644407,0.530611497694728,0.655919511861714,0.929677119357028,0.379082940852109,0.47875,0.702045776542489,0.441165646385046,0.655533182391332,1
"Congo",178,"COG","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.483427410937729,0.725277708539285,0.278810826460409,0.621109236372695,0.321401363107705,0.602903108788369,0.524457671351618,0.603225939477405,1,0.572607188316282,0.2332456,0.473253546820747,0.129933333396912,0.572127371466896,0.417,0.874200339514516,0.132666666666667,0.530611497694728,0.300925925925926,0.949626387321708,0.379082940852109,0.48,0.616386448658976,0.385789985772669,0.571196581196581,33
"Democratic Republic of the Congo",180,"COD","Middle Africa","Sub-Saharan Africa","East & Southern Africa",0.510743963722524,0.640733349449114,0.316260166287082,0.70253760659805,0.423987081121662,0.518346254655755,0.567355756802744,0.555159272858805,1,0.367040777410737,0.2551588,0.40184211730957,0.291779582500458,0.437355769230769,0.793,0.877257052670993,0.0635719691644407,0.530611497694728,0.677777777777778,0.945955824670195,0.379082940852109,0.23,0.644531977513439,0.33128529459686,0.72625,32
"Costa Rica",188,"CRI","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.678110359140187,0.848158401128256,0.602891779021199,0.860666642995632,0.487752026215702,0.646042074002457,0.701117951943711,0.798696028897245,1,0.745779177031999,0.5838,1,0.224875338872274,0.686999931568897,0.895,1,0.234,0.471220519991469,0.758035560118893,0.883915641210611,0.374210582734887,0.68,0.898740580518071,0.558217982896121,0.646395294520295,25
"Croatia",191,"HRV","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.730782168070595,0.851344545327066,0.819555980832107,0.897548273184851,0.436312619148682,0.747649885442603,0.745572372393782,0.798550269113502,0.802849370374362,0.952633999047366,0.9469,1,0.511767944954989,0.878209106434905,0.821,0.993435715812292,0.044,0.531104902495556,0.733832956259427,0.956725091787815,0.526224566782944,0.76,0.98287949819741,0.549206783308564,0.704630837912088,18
"Cuba",192,"CUB","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.677722107458347,0.79982398099279,0.864979627780069,0.81137696050524,0.361133854785668,0.691078629504385,0.691657797164367,0.78840411387075,0.869358224887103,0.741709606619988,0.8605416,0.999428134494358,0.734969151440788,0.635749931568897,0.798380952380952,1,0.354145485330044,0.471220519991469,0.258035560118893,0.939025307851505,0.374210582734887,0.76,0.897578531927059,0.558217982896121,0.619176878744893,14
"Cyprus",196,"CYP","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.624037352756307,0.843354194989265,0.754535220811559,0.74967493390066,0.25269525355023,0.730127163693819,0.670973561384971,0.791438735888679,0.882442740344147,0.856181111265031,0.9278,1,0.335805664698283,0.616024803951004,0.633,1,0.119333333333333,0.416911570520298,0.221840857555143,0.971857204793654,0.518524288478184,0.7,0.989098897629359,0.43711243175769,0.586709356780785,22
"Czechia",203,"CZE","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.740763277489628,0.854090202731602,0.86214355569032,0.871706104801944,0.477201507996682,0.790720510377744,0.682179150554805,0.818883602426502,0.753202142654091,0.990184865676482,0.9442,1,0.642230669657389,0.878209106434905,0.737,0.999909210586046,0.166666666666667,0.531104902495556,0.733832956259427,0.95593696672245,0.526224566782944,0.89,0.975398245188714,0.549206783308564,0.521932425213675,22
"Benin",204,"BEN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.535262327535228,0.669812741022909,0.366481502954848,0.570945070082338,0.438145994995397,0.629588019624982,0.608310028810663,0.652992606094305,0.810912063973837,0.545533555010022,0.0839175,0.41668701171875,0.598839998245239,0.601057692307692,0.467,0.644777519652156,0,0.530611497694728,0.7838264886059,0.939681119911601,0.379082940852109,0.57,0.72576745558945,0.352912120730682,0.746250511936786,33
"Denmark",208,"DNK","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.808273026472598,0.925733210674773,0.859804887759512,0.922736367888899,0.632757063396682,0.793180193193118,0.756443091265456,0.812216935766502,1,0.964982699035017,0.821,1,0.758414665857951,0.878209106434905,0.89,1,0.633333333333333,0.531104902495556,0.733832956259427,0.973316015175953,0.526224566782944,0.88,0.988190067543459,0.549206783308564,0.731932425213675,21
"Dominican Republic",214,"DOM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.662455981059455,0.830419639594566,0.614892745104967,0.83223397352674,0.496021472177287,0.599565607741357,0.668748070301151,0.776162695586445,0.854204293216071,0.860891932472441,0.6276,0.775260416666667,0.441817820492913,0.608701923076923,0.888,1,0.354145485330044,0.471220519991469,0.662698412698413,0.864486242287881,0.374210582734887,0.56,0.799363759316578,0.582471885241536,0.624408568351583,30
"Ecuador",218,"ECU","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.698165056959182,0.779079629646817,0.722621051576829,0.843249976346382,0.610211941297502,0.596712439301517,0.669968003715597,0.699627272027645,0.819221520068435,0.81839009918161,0.723,1,0.444863156898349,0.680749931568897,0.849,1,0.389333333333333,0.683266932270917,0.758035560118893,0.854269500648293,0.385867819046395,0.55,0.847463535210508,0.543263599201295,0.619176878744893,28
"El Salvador",222,"SLV","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.633596236395403,0.773149923357115,0.6190330446764,0.827374976362257,0.448475215617057,0.517316267686869,0.704208103920712,0.763996028931945,0.839849055285565,0.715604688173284,0.5924,0.65186047024197,0.612838665644328,0.660124931568897,0.822,1,0.0793333333333333,0.471220519991469,0.794871794871795,0.637738221877668,0.374210582734887,0.54,0.867568316995765,0.547449159272157,0.697606837606838,28
"Equatorial Guinea",226,"GNQ","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.438737000825338,0.713484534883412,0.193855234842825,0.517705798551268,0.292669984862353,0.657290923402014,0.517779230834354,0.747919453542039,0.966538633115383,0.425995520133267,0.0543,0.39090452454808,0.136361180561962,0.558377371466896,0.635666666666667,0.359073359073359,0.0635719691644407,0.530611497694728,0.2838264886059,0.952789831325805,0.379082940852109,0.64,0.471716990280022,0.441165646385046,0.640455057391332,15
"Ethiopia",231,"ETH","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.537517041289695,0.699497035935793,0.273405082365484,0.808426281242856,0.436651689902113,0.556403273415806,0.642089721865354,0.757821868730714,0.893575019400027,0.447094221775128,0.1308728,0.277105204264323,0.412237243652344,0.604278846153846,0.821,1,0.0635719691644407,0.39453125,0.851851851851852,0.946559343684438,0.41265047823219,0.31,0.765223165176806,0.525771268398916,0.635274733946609,35
"Eritrea",232,"ERI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.475022959248723,0.689396960260142,0.354493122009487,0.665304510452446,0.227975685306277,0.546637319306064,0.567024927960569,0.593219453696739,0.966538633115383,0.508432796036493,0.264980167392068,0.418856769137912,0.379642430561962,0.488377371466896,0.635666666666667,0.871869495219688,0.0635719691644407,0.530611497694728,0.0897435897435897,0.830829018705995,0.379082940852109,0.43,0.76828126444911,0.301181790850067,0.631611730283605,15
"Estonia",233,"EST","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.737035356846391,0.911006381943764,0.794535983260386,0.887736367923899,0.432708875979453,0.773985256546358,0.744873355450415,0.814883602430502,0.959330280425948,0.958805265707861,0.8274,1,0.556207952164767,0.878209106434905,0.785,1,0.198,0.366293672977058,0.733832956259427,0.940912418360237,0.461043353600792,0.92,0.980782447365214,0.549206783308564,0.704630837912088,21
"Fiji",242,"FJI","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.62536916732661,0.889641804557484,0.614990261622898,0.700502783896697,0.332479363734992,0.713780684433,0.657651809265432,0.857269951416814,1,0.811655464924563,0.3428399,0.887576548258463,0.6145543384552,0.444675020458265,0.656833333333333,1,0,0.298720143484465,0.698717948717949,0.897621368701891,0.523720686738451,0.72,0.904556627171675,0.367193318267092,0.701205484330484,16
"Finland",246,"FIN","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.778970947503088,0.924921432898619,0.866458887844411,0.906372689494709,0.499423730196682,0.788145468344298,0.781434157722128,0.810550269101502,1,0.964214032369119,0.8904,1,0.708976666132609,0.902118071203245,0.817,1,0.233333333333333,0.531104902495556,0.733832956259427,0.928211840614386,0.526224566782944,0.91,0.985663266988449,0.549206783308564,0.809432425213675,21
"France",250,"FRA","Western Europe","Europe and Northern America","Non-UNFPA Country",0.76440011905333,0.855219161145528,0.80810598010181,0.941736367869899,0.544979285706682,0.753302598109844,0.746620533919964,0.802550269109502,0.844863051144318,0.918244165748423,0.8623,1,0.562017942729749,0.878209106434905,0.947,1,0.37,0.531104902495556,0.733832956259427,0.963683229806496,0.526224566782944,0.77,0.986023982779103,0.549206783308564,0.704630837912088,17
