"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","Economic_Empowerment_Resource_gwp1_n_5","Economic_Empowerment_Resource_gwp2_n_5","Economic_Empowerment_Resource_SL_CPA_YEMP","Economics_Resource","Economic_Empowerment_Agency_Account_Ratio","Economics_Agency","Economic_Empowerment_Achievement_BetterOff","Economic_Empowerment_Achievement_SL_TLF_NEET_Both","Economic_Empowerment_Achievement_WorkPov","Economics_Achievement","Economics"
"Bahrain",48,"BHR","Western Asia","Northern Africa and Western Asia","Arab States",0.9928374,0.9692401,0.636363636363636,0.866147044588398,0.871008993678551,0.871008993678551,0.00370583769340506,0.707072022046159,0.942248717010096,0.551008858365545,0.76272163144811
"Bangladesh",50,"BGD","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.7624655,0.2862033,0.592592592592593,0.54708713031711,0.900558759998158,0.900558759998158,0.00887445887445887,0.726,0.9367,0.557191485734295,0.668279124681575
"Armenia",51,"ARM","Western Asia","Northern Africa and Western Asia","Eastern Europe & Central Asia",0.9081364,0.8084227,0.333333333333333,0.68329747709448,0.987031320864074,0.987031320864074,0.00370583769340506,0.689,0.9955,0.5627352786684,0.74435469146463
"Barbados",52,"BRB","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.333333333333333,0.636771335119988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.9997,0.598534711328304,0.701554756410244
"Belgium",56,"BEL","Western Europe","Europe and Northern America","Non-UNFPA Country",1,0.9913197,1,0.99710656566956,0.975241707360991,0.975241707360991,0.005141687685561,0.907,0.999482041180057,0.637207908984665,0.869852059801887
"Bhutan",64,"BTN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.715527903280476,0.245907760499144,0.592592592592593,0.518009418272728,0.668152290426034,0.668152290426034,0.00734026392371266,0.701541753088014,0.9856,0.564827338439082,0.583663015128952
"Bolivia (Plurinational State of)",68,"BOL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.9127396,0.8096672,0.648148148148148,0.790184981925864,0.80870939438911,0.80870939438911,0.00402040816326531,0.898,0.9344,0.612140135442282,0.737011503182074
"Bosnia and Herzegovina",70,"BIH","Southern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.9762865,0.9093406,0,0.628542366038124,0.792853928470639,0.792853928470639,0.005141687685561,0.788,0.9997,0.597613895297573,0.673003395929109
"Botswana",72,"BWA","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.8530865,0.5473755,0.333333333333333,0.577931777199846,1,1,0.00575277820241892,0.668,0.8661,0.513284258887522,0.697072011332051
"Brazil",76,"BRA","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.9124902,0.8411803,0.666666666666667,0.806779054748777,0.79243958457836,0.79243958457836,0.00693677041437579,0.765,0.981,0.58431225622048,0.727843631121362
"Belize",84,"BLZ","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.333333333333333,0.636771335119988,0.916636884274721,0.916636884274721,0.00577988089087824,0.727,0.8858,0.539526626424099,0.697644947908625
"Solomon Islands",90,"SLB","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.931385972587569,0.836913757954419,0.333333333333333,0.700544353924563,1,1,0.00773509856822251,0.93,0.741,0.559578365629829,0.75337423909809
"Brunei Darussalam",96,"BRN","South-Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.00773509856822251,0.799,1,0.602245032253829,0.811367504975369
"Bulgaria",100,"BGR","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.975831,0.9554021,0.9,0.943744365722922,0.772243202203244,0.772243202203244,0.005141687685561,0.863,0.999482041180057,0.622541242332665,0.779509602640101
"Myanmar",104,"MMR","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.8056273,0.5366351,0.333333333333333,0.558531910552579,0.599710130821435,0.599710130821435,0.0052970297029703,0.851,0.9863,0.614199009286791,0.590813682962788
"Burundi",108,"BDI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.641098157485362,0.303555070859093,0.580645161290323,0.508432796036493,1,1,0.00575277820241892,0.938,0.2119,0.385217592348922,0.631216795497255
"Belarus",112,"BLR","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.9927022,0.9691766,0.666666666666667,0.87618182134604,0.858203468183966,0.858203468183966,0.005141687685561,0.879,0.9984,0.627513895267673,0.787299727478594
"Cambodia",116,"KHM","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.7865148,0.4233826,0.666666666666667,0.625521354930034,1,1,0.00773509856822251,0.939,0.8822,0.609645032246429,0.745055461647099
"Cameroon",120,"CMR","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.761245,0.334042,0.666666666666667,0.587317888301571,0.722104568003602,0.722104568003602,0.00575277820241892,0.83,0.8017,0.545817592188322,0.618413348879418
"Canada",124,"CAN","Northern America","Europe and Northern America","Non-UNFPA Country",0.9591609,0.9732909,0.9,0.944150599055849,1,1,0.00572150140185644,0.876,0.999482041180057,0.627067846900237,0.857072814461623
"Cabo Verde",132,"CPV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.641098157485362,0.303555070859093,0.666666666666667,0.537106631133267,0.966538633115383,0.966538633115383,0.00575277820241892,0.72,0.9859,0.570550925496922,0.691398729223792
"Central African Republic",140,"CAF","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.4224891,0.0901612,0.666666666666667,0.39310565516245,0.906292625199231,0.906292625199231,0.00575277820241892,0.761880542627983,0.3409,0.369511106573956,0.556303128422243
"Sri Lanka",144,"LKA","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.8432283,0.5015553,0.666666666666667,0.670483421551739,1,1,0.00734026392371266,0.758,0.9947,0.586680087387891,0.752387835560822
"Chad",148,"TCD","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.4432227,0.08418994,0.580645161290323,0.369352600060755,0.743624717786273,0.743624717786273,0.00575277820241892,0.629,0.5489,0.394550925672922,0.502509414004141
"Chile",152,"CHL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.9613444,0.9263844,0.666666666666667,0.85146515470409,1,1,0.0043747488192152,0.835,0.9996,0.612991582326747,0.821485578188794
"China",156,"CHN","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.9620984,0.9303758,0.666666666666667,0.853046954702509,1,1,0.00863891493181257,0.835541179846677,0.9963,0.61349336431267,0.822180105516213
"China, Taiwan Province of China",158,"TWN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.00703004691226332,0.835541179846677,0.9995,0.614023741638956,0.815293741433152
"Colombia",170,"COL","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.8324375,0.7545256,1,0.862321032471012,0.893791120694421,0.893791120694421,0.00454794520547945,0.76,0.9855,0.583349314485144,0.779820488437039
"Comoros",174,"COM","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.641098157485362,0.303555070859093,0.666666666666667,0.537106631133267,0.474836567944435,0.474836567944435,0.00575277820241892,0.724,0.7977,0.509150925558322,0.507031374371643
"Mayotte",175,"MYT","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.641098157485362,0.303555070859093,0.580645161290323,0.508432796036493,0.966538633115383,0.966538633115383,0.00575277820241892,0.761880542627983,0.58176271213249,0.449798677204499,0.641590034810535
"Congo",178,"COG","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.6863574,0.3647975,0.666666666666667,0.572607188316282,1,1,0.00575277820241892,0.735,0.4994,0.413384258987422,0.661997148439237
"Democratic Republic of the Congo",180,"COD","Middle Africa","Sub-Saharan Africa","East & Southern Africa",0.5034356,0.2643534,0.333333333333333,0.367040777410737,1,1,0.00575277820241892,0.786,0.3042,0.365317592368822,0.577452789349067
"Costa Rica",188,"CRI","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.97644,0.9275642,0.333333333333333,0.745779177031999,1,1,0.00577988089087824,0.821,0.9971,0.607959959688999,0.784579711455753
"Croatia",191,"HRV","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9839379,0.9739641,0.9,0.952633999047366,0.802849370374362,0.802849370374362,0.005141687685561,0.882,0.999482041180057,0.628874575659665,0.794785980899012
"Cuba",192,"CUB","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.9971,0.597668044662504,0.736245291320287
"Cyprus",196,"CYP","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",1,0.9321797,0.636363636363636,0.856181111265031,0.882442740344147,0.882442740344147,0.00569067493030258,0.863,0.942248717010096,0.603646463376487,0.780756770881132
"Czechia",203,"CZE","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.9805477,0.9900069,1,0.990184865676482,0.753202142654091,0.753202142654091,0.005141687685561,0.943,0.999482041180057,0.649207908972665,0.797531638303548
"Benin",204,"BEN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7248994,0.2450346,0.666666666666667,0.545533555010022,0.810912063973837,0.810912063973837,0.00575277820241892,0.828,0.5557,0.463150925604322,0.606532180922861
"Denmark",208,"DNK","Northern Europe","Europe and Northern America","Non-UNFPA Country",1,0.9949481,0.9,0.964982699035017,1,1,0.005141687685561,0.923,0.999482041180057,0.642541242312665,0.869174646246719
"Dominican Republic",214,"DOM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.8340377,0.7486381,1,0.860891932472441,0.854204293216071,0.854204293216071,0.00577988089087824,0.753,0.9975,0.5854266263782,0.766840949922063
"Ecuador",218,"ECU","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.8030393,0.652131,1,0.81839009918161,0.819221520068435,0.819221520068435,0.00318181818181818,0.825,0.9557,0.594627272132645,0.744079629716817
"El Salvador",222,"SLV","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.7876582,0.6924892,0.666666666666667,0.715604688173284,0.839849055285565,0.839849055285565,0.00577988089087824,0.721,0.993,0.573259959723699,0.709571233684612
"Equatorial Guinea",226,"GNQ","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.641098157485362,0.303555070859093,0.333333333333333,0.425995520133267,0.966538633115383,0.966538633115383,0.00575277820241892,0.761880542627983,0.9066,0.558077773052056,0.650203974783365
"Ethiopia",231,"ETH","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.5388805,0.1357355,0.666666666666667,0.447094221775128,0.893575019400027,0.893575019400027,0.00608465608465608,0.895,0.77,0.557028218137857,0.632565819138438
"Eritrea",232,"ERI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.641098157485362,0.303555070859093,0.580645161290323,0.508432796036493,0.966538633115383,0.966538633115383,0.00575277820241892,0.761880542627983,0.4425,0.403377773206756,0.626116400160095
"Estonia",233,"EST","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9885793,0.9878365,0.9,0.958805265707861,0.959330280425948,0.959330280425948,0.005141687685561,0.931,0.999482041180057,0.645207908976665,0.85444781751571
"Fiji",242,"FJI","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.931385972587569,0.836913757954419,0.666666666666667,0.811655464924563,1,1,0.00773509856822251,0.799,0.9993,0.602011698920729,0.804555720477208
"Finland",246,"FIN","Northern Europe","Europe and Northern America","Non-UNFPA Country",1,0.9926421,0.9,0.964214032369119,1,1,0.005141687685561,0.918,0.999482041180057,0.640874575647665,0.868362868470565
"France",250,"FRA","Western Europe","Europe and Northern America","Non-UNFPA Country",0.8985681,0.9561644,0.9,0.918244165748423,0.844863051144318,0.844863051144318,0.005141687685561,0.894,0.999482041180057,0.632874575655665,0.798660596717474
"French Guiana",254,"GUF","South America","Latin America and the Caribbean","Non-UNFPA Country",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.969364555651906,0.588422896555718,0.733163575287773
"French Polynesia",258,"PYF","Polynesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.5,0.756099909424563,1,1,0.00773509856822251,0.736331355545413,0.707629671407553,0.483898708023164,0.746666205069243
"Djibouti",262,"DJI","Eastern Africa","Sub-Saharan Africa","Arab States",0.641098157485362,0.303555070859093,0.580645161290323,0.508432796036493,0.806890610850498,0.806890610850498,0.00575277820241892,0.761880542627983,0.58176271213249,0.449798677204499,0.588374027442123
"Gabon",266,"GAB","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.8391543,0.6278151,0.333333333333333,0.60010091051101,1,1,0.00575277820241892,0.761880542627983,0.9752,0.580944439695856,0.727015116008607
"Georgia",268,"GEO","Western Asia","Northern Africa and Western Asia","Eastern Europe & Central Asia",0.9520804,0.8758174,0.333333333333333,0.720410377057367,0.781798843341628,0.781798843341628,0.00370583769340506,0.74,0.9619,0.5685352786626,0.690248165663617
"Gambia",270,"GMB","Western Africa","Sub-Saharan Africa","West & Central Africa",0.641098157485362,0.303555070859093,0.666666666666667,0.537106631133267,0.966538633115383,0.966538633115383,0.00575277820241892,0.504,0.9007,0.470150925597322,0.657932062624059
"State of Palestine",275,"PSE","Western Asia","Northern Africa and Western Asia","Arab States",0.8001355,0.6099529,0.636363636363636,0.682150678105728,0.678905155108966,0.678905155108966,0.00370583769340506,0.666,0.9972,0.5556352786755,0.638897036657834
"Germany",276,"DEU","Western Europe","Europe and Northern America","Non-UNFPA Country",0.9017366,0.9875275,1,0.963088032370245,0.982224296701571,0.982224296701571,0.00717741935483871,0.943,0.999482041180057,0.649886486195079,0.865066270890566
"Ghana",288,"GHA","Western Africa","Sub-Saharan Africa","West & Central Africa",0.687184,0.3701122,1,0.685765399314235,1,1,0.00575277820241892,0.695,0.8894,0.530050925537422,0.738605440878613
"Kiribati",296,"KIR","Micronesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.931385972587569,0.836913757954419,0.5,0.756099909424563,1,1,0.00773509856822251,0.531,0.707629671407553,0.415454922909804,0.72385161005427
"Greece",300,"GRC","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9626254,0.9634317,1,0.975352365691314,0.785561899310302,0.785561899310302,0.00616537805586764,0.875,0.999482041180057,0.626882472451759,0.79593224502186
"Grenada",308,"GRD","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.333333333333333,0.636771335119988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.969364555651906,0.588422896555718,0.698184151489419
"Guadeloupe",312,"GLP","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.969364555651906,0.588422896555718,0.733163575287773
"Guam",316,"GUM","Micronesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.5,0.756099909424563,1,1,0.00773509856822251,0.736331355545413,0.707629671407553,0.483898708023164,0.746666205069243
"Guatemala",320,"GTM","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.7918623,0.5170501,1,0.769637465897029,0.953137335322112,0.953137335322112,0.00632829373650108,0.727,0.9366,0.556642764022191,0.759805854320638
"Guinea",324,"GIN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7206044,0.248318,0.333333333333333,0.434085244010359,1,1,0.00575277820241892,0.938,0.6678,0.537184258863622,0.657089833634237
"Guyana",328,"GUY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.00577988089087824,0.642,0.98,0.542593293087699,0.71788704081371
"Haiti",332,"HTI","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.7228621,0.4228956,0.648148148148148,0.597968615451414,0.982340981735961,0.982340981735961,0.00577988089087824,0.818,0.864,0.562593293067699,0.714300962704057
"Honduras",340,"HND","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.821596,0.5529922,0.648148148148148,0.674245448708471,0.812996456945801,0.812996456945801,0.00577988089087824,0.719,0.8542,0.5263266264373,0.671189510026001
"China, Hong Kong SAR",344,"HKG","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.9770015,0.9824835,0.727272727272727,0.895585908195323,0.982301808917557,0.982301808917557,0.00834724170673149,0.835541179846677,1,0.614629473236507,0.830839062618957
"Hungary",348,"HUN","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.9588646,0.940754,1,0.966539532366794,0.808177374709282,0.808177374709282,0.005141687685561,0.89,0.999482041180057,0.631541242323665,0.802086048997828
"Iceland",352,"ISL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.964889824601727,0.950585818555423,0.9,0.938491880113892,0.923269707546381,0.923269707546381,0.005141687685561,0.953,0.999482041180057,0.652541242302665,0.838100942482878
"India",356,"IND","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.7201177,0.2002047,0.666666666666667,0.528996355026559,0.895529302756544,0.895529302756544,0.00734026392371266,0.705,0.8965,0.536280087438291,0.653601914420196
"Indonesia",360,"IDN","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.86094,0.5154098,0.666666666666667,0.681005488207883,1,1,0.0075482885524974,0.795,0.9632,0.58858276226225,0.756529416066848
"Iran (Islamic Republic of)",364,"IRN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.8932794,0.8145134,0.592592592592593,0.766795130097402,0.989486743670644,0.989486743670644,0.00676470588235294,0.679,0.9985,0.561421568066029,0.772567813172124
"Iraq",368,"IRQ","Western Asia","Northern Africa and Western Asia","Arab States",1,0.6130754,0.333333333333333,0.648802910462308,0.793108905193497,0.793108905193497,0.00261904761904762,0.594,0.9972,0.531273015341743,0.657728276341455
"Ireland",372,"IRL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9925554,0.9223167,0.9,0.938290699061709,0.933551796020076,0.933551796020076,0.005141687685561,0.899,0.999482041180057,0.634541242320665,0.835461244965355
"Israel",376,"ISR","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.9944478,0.9223584,0.636363636363636,0.851056611270156,0.8594577242307,0.8594577242307,0.00370583769340506,0.853,0.942248717010096,0.599651517634849,0.770055283608513
"Italy",380,"ITA","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9879869,0.9855623,1,0.991183065675484,0.865604899361174,0.865604899361174,0.005141687685561,0.819,0.999482041180057,0.607874575680665,0.821554179417553
"Côte d'Ivoire",384,"CIV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7499745,0.3251578,0.580645161290323,0.551925819878182,0.781179603637126,0.781179603637126,0.00575277820241892,0.652,0.7535,0.470417592263722,0.601174337991836
"Jamaica",388,"JAM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.333333333333333,0.636771335119988,1,1,0.00577988089087824,0.790124254889638,0.9959,0.597268044662904,0.744679792516284
"Japan",392,"JPN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.9747776,0.9571316,1,0.977303065689364,0.946842680431571,0.946842680431571,0.00538461538461538,0.969,0.983385871986552,0.652590161804466,0.858911968449555
"Kazakhstan",398,"KAZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.9076086,0.8848298,0.333333333333333,0.708590577069187,0.786160430053681,0.786160430053681,0.00636363636363636,0.905,0.9999,0.637087878150791,0.710612961047273
"Jordan",400,"JOR","Western Asia","Northern Africa and Western Asia","Arab States",0.8646488,0.8874874,0.666666666666667,0.806267621415955,0.69094946103371,0.69094946103371,0.00549668874172185,0.64,0.9967,0.547398895699842,0.68153865870163
"Kenya",404,"KEN","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.8485776,0.6293787,0.580645161290323,0.686200486410574,0.9526275396914,0.9526275396914,0.00575277820241892,0.863,0.6636,0.510784258890022,0.716537427614128
"Dem. People's Republic of Korea",408,"PRK","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.00773509856822251,0.835541179846677,0.7881,0.543792092261175,0.791883191663969
"Republic of Korea",410,"KOR","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.9719141,0.9796752,1,0.983863099016137,0.940273145127741,0.940273145127741,0.00583333333333333,0.835541179846677,1,0.613791503779545,0.845975915128498
"Kuwait",414,"KWT","Western Asia","Northern Africa and Western Asia","Arab States",1,0.9907272,0.636363636363636,0.875696944578849,0.9361464647304,0.9361464647304,0.00370583769340506,0.707072022046159,0.9995,0.570092619343095,0.793978675423469
"Kyrgyzstan",417,"KGZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.9405292,0.7421888,0.333333333333333,0.672017110439094,0.820181876040951,0.820181876040951,0.00700228240855126,0.795,0.9986,0.60020076020265,0.697466581530099
"Lao People's Democratic Republic",418,"LAO","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.745079,0.3496656,0.666666666666667,0.587137088301752,0.82417109468351,0.82417109468351,0.00773509856822251,0.579,0.8935,0.493411699029329,0.634906626703291
"Lebanon",422,"LBN","Western Asia","Northern Africa and Western Asia","Arab States",0.9757908,0.9600108,0.636363636363636,0.857388411263824,0.670555052810273,0.670555052810273,0.00435,0.765,0.9991,0.58948333274385,0.70580893156684
"Lesotho",426,"LSO","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.6579648,0.2774278,0.580645161290323,0.505345919924762,1,1,0.00575277820241892,0.761880542627983,0.7777,0.515111106428356,0.673485674777554
"Latvia",428,"LVA","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9863047,0.9798654,1,0.988723365677943,0.912951151786445,0.912951151786445,0.005141687685561,0.921,0.999482041180057,0.641874575646665,0.847849696855835
"Liberia",430,"LBR","Western Africa","Sub-Saharan Africa","West & Central Africa",0.5592334,0.2875103,0.666666666666667,0.504470121717752,1,1,0.00575277820241892,0.868,0.4712,0.448317592285822,0.650929237350262
"Libya",434,"LBY","Northern Africa","Northern Africa and Western Asia","Arab States",1,0.7972884,0.636363636363636,0.811217344643328,0.775532807344896,0.775532807344896,0.00370583769340506,0.707072022046159,0.9987,0.569825952676695,0.718858700836115
"Lithuania",440,"LTU","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9671212,0.9464512,0.9,0.937857465728809,0.858812267267567,0.858812267267567,0.005141687685561,0.913,0.999482041180057,0.639207908982665,0.811959213181054
"Luxembourg",442,"LUX","Western Europe","Europe and Northern America","Non-UNFPA Country",0.9690349,0.9669433,0.9,0.945326065721341,0.976177808017737,0.976177808017737,0.005141687685561,0.944,0.999482041180057,0.649541242305665,0.857015037824566
"China, Macao SAR",446,"MAC","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.00867021276595745,0.835541179846677,1,0.614737130256141,0.815531537638643
"Madagascar",450,"MDG","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.3054218,0.2140868,0.666666666666667,0.395391755160164,1,1,0.00575277820241892,0.932,0.2379,0.391884259008922,0.595758670793937
"Malawi",454,"MWI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.4988809,0.2209873,0.580645161290323,0.433504453329936,0.899923465424937,0.899923465424937,0.00575277820241892,0.671,0.3428,0.339850925727622,0.557759614269739
"Malaysia",458,"MYS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.8446329,0.836913757954419,0.727272727272727,0.802939794272776,1,1,0.00561224489795918,0.875,1,0.626870747672449,0.809936846505138
"Maldives",462,"MDV","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.715527903280476,0.245907760499144,0.592592592592593,0.518009418272728,0.886190237908995,0.886190237908995,0.00734026392371266,0.765,0.9989,0.590413420717491,0.6648710249682
"Mali",466,"MLI","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7078781,0.2524343,0.580645161290323,0.513652519916455,1,1,0.00575277820241892,0.733,0.5355,0.424750925642722,0.646134481206925
"Malta",470,"MLT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9980916,0.9919335,1,0.996675032336658,1,1,0.005141687685561,0.92,0.999482041180057,0.641541242313665,0.879405424004036
"Martinique",474,"MTQ","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.00577988089087824,0.790124254889638,0.969364555651906,0.588422896555718,0.733163575287773
