"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","SRH_Empowerment_Resource_ProviderDisc","SRH_Empowerment_Resource_SH_LGR_ACSRHES1","SRH_Empowerment_Resource_SH_LGR_ACSRHES2","SRH_Empowerment_Resource_SH_LGR_ACSRHES4","SRH_Resource","SRH_Empowerment_Agency_DS_1524","SRH_Empowerment_Agency_fert_know_m","SRH_Empowerment_Agency_fert_know_w","SRH_Empowerment_Agency_HIVKnow_m_1524","SRH_Empowerment_Agency_HIVKnow_w_1524","SRH_Empowerment_Agency_knows_ltm_stm_m","SRH_Empowerment_Agency_knows_ltm_stm_w","SRH_Agency","SRH_Empowerment_Achievement_ASFR15","SRH_Empowerment_Achievement_HIV","SRH_Empowerment_Achievement_SH_STA_MORT","SRH_Achievement","SRH"
"Guinea",324,"GIN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.119047619047619,0.705,1,0.75,0.643511904761905,0.624,0.123186348965358,0.216297790818165,0.245,0.207,0.416011755820194,0.585130641467335,0.380078317133882,0.32352990544,0.928,0.499130434782609,0.583553446157316,0.535714555481986
"Guyana",328,"GUY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.92,0.7,0.49,0.631395294520295,0.777333333333333,0.11313106964532,0.136996933354662,0.466,0.541,0.507351410740747,0.711851253004555,0.503874666676494,0.62808989088,0.949,0.85304347826087,0.810044455570245,0.648438138273907
"Haiti",332,"HTI","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.222222222222222,0.73,0.85,0.75,0.638055555555556,0.582666666666667,0.199756800987825,0.230023866220903,0.362,0.383,0.888759652717459,0.91198536573532,0.517607377374355,0.74162012,0.922,0.582608695652174,0.748742937801982,0.634801956275829
"Honduras",340,"HND","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.161616161616162,0.664545454545455,0.6,0.75,0.544040404040404,0.914666666666667,0.10134180699681,0.100826168216215,0.296172438973503,0.284591311985946,0.873530142995922,0.929629920956353,0.55192814043226,0.6354399036,0.992,0.943478260869565,0.856972720632882,0.650980421050869
"China, Hong Kong SAR",344,"HKG","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.98647501454,0.970751175609604,0.947516058139542,0.968247415128135,0.734331341927453
"Hungary",348,"HUN","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.88010497319,0.988663450574511,0.989565217391304,0.952777879432494,0.735538499482177
"Iceland",352,"ISL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.96865507,0.988663450574511,0.996521739130435,0.984613418917035,0.746150345966412
"India",356,"IND","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.322222222222222,0.658571428571429,1,0.671111111111111,0.66297619047619,0.581333333333333,0.0783730478879795,0.122691343966808,0.315,0.217,0.836562905003032,0.850832658179125,0.447890827712951,0.93411504594,0.990064509061697,0.873913043478261,0.932697531893955,0.681188182679844
"Indonesia",360,"IDN","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,1,0.144018517739694,0.189507916608301,0.103,0.145,0.664104347132439,0.818263775472528,0.50798681961912,0.76313010855,0.970751175609604,0.846086956521739,0.859989412700458,0.694081859905005
"Iran (Islamic Republic of)",364,"IRN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.362261576477263,0.658571428571429,1,0.75,0.692708251262173,0.584380349593819,0.0808616776450645,0.136006933875605,0.260623029306237,0.176758452226546,0.825062887236683,0.853648976312094,0.437715331973733,0.796825,0.996,0.986086956521739,0.926303984580942,0.685575855253374
"Iraq",368,"IRQ","Western Asia","Northern Africa and Western Asia","Arab States",0.171717171717172,0.38,0.27,0.7,0.380429292929293,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.6413349072,0.99542412465972,0.931304347826087,0.856021125705915,0.557854282906445
"Ireland",372,"IRL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.96242502192,0.988663450574511,0.995652173913044,0.982246881153605,0.745361500046057
"Israel",376,"ISR","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.9519650712,0.99542412465972,0.997391304347826,0.981593499087589,0.66847176187355
"Italy",380,"ITA","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.973800064,0.996,0.998260869565217,0.989353643532386,0.747730420836615
"Côte d'Ivoire",384,"CIV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.425925925925926,0.56,1,0.75,0.683981481481482,0.432,0.136161265011799,0.284740100406697,0.246,0.157,0.38561834609979,0.382203965642371,0.306965459645082,0.411864868,0.943,0.463478260869565,0.606114375683741,0.532353771737748
"Jamaica",388,"JAM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.414814814814815,0.664545454545455,0.644705882352941,0.751875,0.618985287928303,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.7362149983,0.938,0.930434782608696,0.868216592768015,0.681806620515673
"Japan",392,"JPN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.46,1,1,0.723505460588794,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.98110005758,0.970751175609604,0.995652173913044,0.982501134718381,0.742161285486742
"Kazakhstan",398,"KAZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.272727272727273,0.8,0.67,0.75,0.623181818181818,0.72,0.0808616776450645,0.221495577851877,0.260623029306237,0.176758452226546,0.7085695989779,0.887960531456191,0.472033608432977,0.85125007296,0.976,0.991304347826087,0.939518139322511,0.678244521300857
"Jordan",400,"JOR","Western Asia","Northern Africa and Western Asia","Arab States",0.41025641025641,0.629,0.695454545454545,0.695,0.607427738927739,0.663327430972389,0.0863608909613173,0.520757410710528,0.081,0.066,0.734745334995423,0.969662515771694,0.473147626797968,0.87061509562,0.99542412465972,0.96,0.94201307248456,0.674196145395893
"Kenya",404,"KEN","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.454545454545455,0.705,0.771818181818182,0.8103125,0.685419034090909,0.864,0.129180087734914,0.225205069953845,0.637,0.542,0.76005879136103,0.842903378889503,0.608043415992412,0.624609952,0.843,0.702608695652174,0.723406215160652,0.672289554409035
"Dem. People's Republic of Korea",408,"PRK","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.434021842355176,0.88,1,0.75,0.766005460588794,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.998585072,0.970751175609604,0.922608695652174,0.963981646789944,0.750154789502603
"Republic of Korea",410,"KOR","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.993105013,0.970751175609604,0.990434782608696,0.984763656088003,0.739836755575237
"Kuwait",414,"KWT","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.95903005,0.99542412465972,0.989565217391304,0.981339796369002,0.668387194300772
"Kyrgyzstan",417,"KGZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.407407407407407,0.73,0.7,0.65,0.621851851851852,0.604,0.0424443924368704,0.0854085958393413,0.24,0.195,0.49906163918124,0.713806391281283,0.372965127342342,0.836185,0.983,0.947826086956522,0.92233702806317,0.639051335113403
"Lao People's Democratic Republic",418,"LAO","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.222222222222222,0.88,1,1,0.775555555555556,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.67295008,0.977,0.839130434782609,0.829693504097843,0.708575440302402
"Lebanon",422,"LBN","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.92749999,0.997,0.974782608695652,0.966427531932123,0.66341643949345
"Lesotho",426,"LSO","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.266666666666667,0.705,0.771818181818182,0.8103125,0.638449337121212,1,0.148838349577696,0.245939461040388,0.309,0.376,0.553985203726877,0.759040434811103,0.549100431144508,0.53637012238,0.000999999999999979,0.52695652173913,0.354775547684935,0.51410843813611
"Latvia",428,"LVA","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.51,0.33,1,0.534432425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.91914497503,0.986,0.983478260869565,0.962874411003647,0.682171205826458
"Liberia",430,"LBR","Western Africa","Sub-Saharan Africa","West & Central Africa",0.265432098765432,0.705,0.85,0.75,0.642608024691358,0.644,0.0219283527986018,0.0982341865126783,0.295,0.316,0.745027615431284,0.931318803754387,0.461938619812119,0.32018983,0.91,0.425217391304348,0.551802406549647,0.552116349798925
"Libya",434,"LBY","Northern Africa","Northern Africa and Western Asia","Arab States",0.327382881668596,0.32,0,0.75,0.349345720417149,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.971155,0.993,0.937391304347826,0.967182100482093,0.584546750301097
"Lithuania",440,"LTU","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.92,0.85,0.8,0.716932425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.94572999718,0.993,0.99304347826087,0.977257824169699,0.747799010149514
"Luxembourg",442,"LUX","Western Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.976365,0.988663450574511,0.995652173913044,0.986893540508958,0.746910386496293
"China, Macao SAR",446,"MAC","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.98809504,0.970751175609604,0.947516058139542,0.968787423614261,0.734511344755982
"Madagascar",450,"MDG","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.341880341880342,0.705,0.771818181818182,0.8103125,0.657252755924631,0.544,0.324682848373497,0.462630225281198,0.26,0.225,0.383314377670137,0.576329942006059,0.414994674166361,0.4520501767,0.981,0.708695652173913,0.713915275577389,0.59538756796074
"Malawi",454,"MWI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.418803418803419,0.38,0.93,0.9,0.657200854700855,0.917333333333333,0.0855819312497634,0.155172178261991,0.443,0.411,0.850945355373478,0.908264954318032,0.586078885733741,0.336645125,0.669,0.696521739130435,0.567388954142756,0.603556230922228
"Malaysia",458,"MYS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.419753086419753,0.5,0.85,1,0.692438271604938,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.93292992105,0.966,0.974782608695652,0.95790417562398,0.723606569479211
"Maldives",462,"MDV","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.362261576477263,0.29,0,0.75,0.350565394119316,0.209333333333333,0.12214062618831,0.167324146188083,0.264,0.293,0.619675210563291,0.837740996211384,0.340318455727217,0.960949956,0.990064509061697,0.953913043478261,0.96830916854501,0.553064338910783
"Mali",466,"MLI","Western Africa","Sub-Saharan Africa","West & Central Africa",0.252525252525253,0.88,0.93,1,0.765631313131313,0.557333333333333,0.132857805385233,0.238409661290687,0.162,0.156,0.743691565159012,0.849303475282706,0.424616146723038,0.1543647966,0.83262775244361,0.511304347826087,0.499432298457133,0.563226585540602
"Malta",470,"MLT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.69,1,1,0.746932425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.935605065,0.988663450574511,0.994782608695652,0.973017040450371,0.756385415567818
"Martinique",474,"MTQ","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.947169932,0.979435721707161,0.940623382020406,0.955743010953446,0.711045956820441
"Mauritania",478,"MRT","Western Africa","Sub-Saharan Africa","West & Central Africa",0.418803418803419,0.27,1,1,0.672200854700855,0.122666666666667,0.122373259007994,0.239445185212557,0.356556084624194,0.329215866803216,0.564070123599044,0.692343007690078,0.318667107533802,0.644755117,0.83262775244361,0.333913043478261,0.603765303703525,0.53154442144785
"Mauritius",480,"MUS","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.335002047747146,0.84,0.7,1,0.718750511936786,0.612660822071641,0.122373259007994,0.239445185212557,0.356556084624194,0.329215866803216,0.564070123599044,0.692343007690078,0.441165646385046,0.87132506685,0.934,0.94695652173913,0.91742719527895,0.692447783841146
"Mexico",484,"MEX","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.564102564102564,0.664545454545455,1,0.751875,0.745130754662005,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.854759949707193,0.559968680952162,0.698175042,0.979435721707161,0.971304347826087,0.882971702961444,0.729357045462513
"Mongolia",496,"MNG","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.393162393162393,0.6675,0.877777777777778,0.877777777777778,0.704054487179487,0.958679982839983,0.133963219837169,0.186415148059137,0.195967013597448,0.206357016730676,0.666326241004484,0.857429502127397,0.520477263379535,0.84503488403,0.999,0.960869565217391,0.934968148814162,0.719833299071228
"Republic of Moldova",498,"MDA","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.247863247863248,0.88,0.67,0.84,0.659465811965812,0.72,0.181483636327991,0.386498583824764,0.199191815856777,0.163210049796288,0.844198934818941,0.897166937941344,0.513968744820763,0.88792494928,0.97,0.983478260869565,0.947134402436054,0.70685631903402
"Montenegro",499,"MNE","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.81,0.37,0.59,0.516932425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.9534349153,0.993,0.994782608695652,0.980405840351478,0.682181682275724
"Morocco",504,"MAR","Northern Africa","Northern Africa and Western Asia","Arab States",0.408888888888889,0.629,0.695454545454545,0.695,0.607085858585859,1,0.0721108755618755,0.087360578561176,0.0746671916010499,0.117,0.8340519802158,0.93596982057949,0.515145055814924,0.844830084,0.995,0.939130434782609,0.926320172001216,0.682850361451149
"Mozambique",508,"MOZ","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.388888888888889,0.79,1,1,0.794722222222222,0.716,0.0383318807290531,0.0231878439583864,0.302,0.308,0.486689529716352,0.371180556164903,0.370173726321087,0.25686982,0.127,0.748695652173913,0.377521823680449,0.51413925689378
"Oman",512,"OMN","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.934719893,0.997,0.983478260869565,0.971732716984789,0.665184834509237
"Namibia",516,"NAM","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.333333333333333,0.88,1,1,0.803333333333333,1,0.0913037788784766,0.157795878295401,0.606,0.616,0.687671311659301,0.707494918899715,0.608283235966612,0.68186514653,0.56,0.830434782608696,0.690766642355465,0.700794403184342
"Nepal",524,"NPL","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.169934640522876,0.82,0.67,0.25,0.477483660130719,0.449333333333333,0.21739153987524,0.255638608538938,0.271,0.207,0.946632170975234,0.979898040546318,0.4720283783253,0.6743950478,0.998,0.838260869565217,0.83688530495152,0.595465780540381
"Netherlands",528,"NLD","Western Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.94,1,1,0.809432425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.981060064,0.997,0.995652173913044,0.991237411646444,0.783292205939602
"Curaçao",531,"CUW","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.860289968,0.979435721707161,0.940623382020406,0.926783022982406,0.701392627506414
"Aruba",533,"ABW","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.88663004,0.979435721707161,0.940623382020406,0.935563046973626,0.704319302167227
"New Caledonia",540,"NCL","Melanesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.0582726864294459,0.175641766299628,0.262,0.244,0.508367568812383,0.659931191261948,0.367193318267092,0.925849988,0.951235849056604,0.888718010695833,0.921934614995545,0.663444471867596
"Vanuatu",548,"VUT","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.0582726864294459,0.175641766299628,0.262,0.244,0.508367568812383,0.659931191261948,0.367193318267092,0.75281494,0.951235849056604,0.937391304347826,0.880480696920996,0.649626499189898
"New Zealand",554,"NZL","Australia/New Zealand","Australia/New Zealand","Non-UNFPA Country",0.297729700854701,0.81,1,1,0.776932425213675,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.90365005,0.998,0.992173913043478,0.964607986716551,0.763582397649348
"Nicaragua",558,"NIC","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.518518518518519,0.664545454545455,0.644705882352941,0.751875,0.644911213854229,0.950666666666667,0.159519874534071,0.131415858555819,0.296172438973503,0.16,0.829244161752807,0.886913137857791,0.545574850625915,0.575049936,0.993,0.914782608695652,0.827610847404273,0.67269896995544
"Niger",562,"NER","Western Africa","Sub-Saharan Africa","West & Central Africa",0.452380952380952,0.705,1,0.95,0.776845238095238,0.481333333333333,0.0511864689368183,0.15204703451896,0.248,0.13,0.264425216849432,0.359756435754841,0.27101022784084,0.0673099999999999,0.996,0.557391304347826,0.540233767575708,0.529363077307899
"Nigeria",566,"NGA","Western Africa","Sub-Saharan Africa","West & Central Africa",0.535947712418301,0.705,1,1,0.810236928104575,0.434666666666667,0.059814124004807,0.191066924595289,0.337,0.426,0.364436573215028,0.613691219981578,0.357667771891254,0.46335004048,0.929,0.202608695652174,0.531652911512405,0.566519203269559
"Norway",578,"NOR","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.974294992,0.988663450574511,0.998260869565217,0.987073103059503,0.746970240679748
"Micronesia (Fed. States of)",583,"FSM","Micronesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.0582726864294459,0.175641766299628,0.262,0.244,0.508367568812383,0.659931191261948,0.367193318267092,0.93037994707,0.951235849056604,0.923478260869565,0.935031351397025,0.667810050663724
"Pakistan",586,"PAK","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.632478632478632,0.61,1,0.75,0.748119658119658,0.584380349593819,0.0811729886757981,0.0726894361954738,0.059,0.018,0.717081997263131,0.834459773975146,0.368895611912148,0.805990015,0.987,0.878260869565217,0.890416960631322,0.669144076218566
"Panama",591,"PAN","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.37962962962963,0.664545454545455,0.644705882352941,0.751875,0.610188991632006,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.59086009504,0.979435721707161,0.954782608695652,0.841692807639245,0.670033260052424
"Papua New Guinea",598,"PNG","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.481481481481481,0.6675,0.877777777777778,0.877777777777778,0.726134259259259,0.514666666666667,0.0582726864294459,0.175641766299628,0.262,0.244,0.508367568812383,0.659931191261948,0.367193318267092,0.73672499368,0.948,0.873913043478261,0.852879344866541,0.648735640148895
"Paraguay",600,"PRY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.645333333333333,0.159519874534071,0.232149797793723,0.296172438973503,0.284591311985946,0.871656116188024,0.742364222887379,0.484640053628664,0.64747995225,0.97,0.92695652173913,0.848145490481565,0.650654140301053
"Peru",604,"PER","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.333333333333333,0.664545454545455,0.93,1,0.731969696969697,0.833333333333333,0.159519874534071,0.322466769604137,0.296172438973503,0.22,0.885353336507223,0.0108263079864057,0.445125674284001,0.715590111,0.994,0.923478260869565,0.877689456412166,0.684928275203693
"Philippines",608,"PHL","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.527777777777778,0.63,0.53,0.9,0.646944444444444,0.712,0.1625049772549,0.169435824477144,0.176,0.202,0.679687366848976,0.843214962322852,0.457105391362984,0.729230032,0.964,0.894782608695652,0.862670879369213,0.655573571069974
"Poland",616,"POL","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.94731001192,0.988663450574511,0.998260869565217,0.978078109708498,0.743971909565745
"Portugal",620,"PRT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.9580999432,0.988663450574511,0.99304347826087,0.979935623031858,0.744591080672912
"Guinea-Bissau",624,"GNB","Western Africa","Sub-Saharan Africa","West & Central Africa",0.0396825396825397,0.75,0.85,0.65,0.572420634920635,0.612660822071641,0.122373259007994,0.239445185212557,0.356556084624194,0.329215866803216,0.564070123599044,0.692343007690078,0.441165646385046,0.475884782,0.847,0.42,0.580961593419038,0.531515957710057
"Timor-Leste",626,"TLS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.87037037037037,0.6675,0.877777777777778,0.877777777777778,0.823356481481481,0.468,0.0453434586363717,0.0547246758767349,0.146,0.077,0.291151334108007,0.404682579932029,0.244362756069143,0.83107508,0.988,0.876521739130435,0.898532272144946,0.655417169243106
"Puerto Rico",630,"PRI","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.854509998,0.979435721707161,0.981739130434783,0.93856161577542,0.705318825100159
"Qatar",634,"QAT","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.0721108755618755,0.212456375388281,0.0746671916010499,0.0542868820852934,0.8340519802158,0.922671287264443,0.43711243175769,0.95038996535,0.99542412465972,0.992173913043478,0.979329333371737,0.66771703996902
"Réunion",638,"REU","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.335002047747146,0.705,0.771818181818182,0.8103125,0.655533182391332,0.612660822071641,0.122373259007994,0.239445185212557,0.356556084624194,0.329215866803216,0.564070123599044,0.692343007690078,0.441165646385046,0.76673503505,0.83262775244361,0.552644592369994,0.717335792570532,0.604678206510958
"Romania",642,"ROU","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.159722222222222,0.805555555555556,0.814285714285714,0.900952380952381,0.670128968253968,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.81894507322,0.997,0.983478260869565,0.933141110430047,0.717492286613367
"Russian Federation",643,"RUS","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.422222222222222,0.805555555555556,1,0.75,0.744444444444444,0.876641364136413,0.230450749706912,0.449781633015735,0.199191815856777,0.163210049796288,0.720268749312427,0.877468540507541,0.549206783308564,0.8965049391,0.988663450574511,0.985217391304348,0.956795259369491,0.750148828290684
"Rwanda",646,"RWA","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.317460317460317,0.705,0.771818181818182,0.8103125,0.651147749819625,0.956,0.223541906687645,0.204047916412694,0.574,0.588,0.888400468384751,0.918443700243181,0.663554248966034,0.80443,0.933,0.784347826086957,0.84059260785506,0.718431534828475
"Saint Lucia",662,"LCA","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.7,0.84,0.655031658156658,0.885442506586539,0.159519874534071,0.24216474305548,0.296172438973503,0.284591311985946,0.871656116188024,0.840754365258863,0.558217982896121,0.79731996106,0.979435721707161,0.898260869565217,0.891672183219121,0.701640607388993
